Stream,Window_Idx,Level_dst_port,Level_flow_count,NormDiff_flow,NormDiff_byte,Burst_flow_run,Sync_flow_byte,Res_Norm_Euclidean
PreOnset_Benign,0,47.0,138.0,0.0,0.0,0.0,0.0,0.0
PreOnset_Benign,1,18.0,136.0,-0.4,12.2865,0.0,-2.2168897130890386,14.389704339197264
PreOnset_Benign,2,12.0,26.0,-22.0,-12.1368,0.0,16.340428390957197,6.876103750015093
PreOnset_Benign,3,10.0,27.0,0.2,0.8063000000000001,0.0,0.4015719113683128,11.40166509506366
PreOnset_Benign,4,26.0,330.0,60.6,92.44309999999999,0.0,74.84685604619608,10.31772479227673
PreOnset_Benign,5,22.0,250.0,-0.4950390895241066,-11.086412708196107,0.0,2.342692394053023,8.868662550106222
PreOnset_Benign,6,20.0,50.0,-1.2207977547087696,-8.017552470114076,0.0,3.12854759493523,6.800923925627838
PreOnset_Benign,7,16.0,33.0,-0.10519580652387264,-0.43749073840302755,0.0,0.2145278328633165,4.3001184801307275
PreOnset_Benign,8,27.0,276.0,2.60160721512401,31.564565102760728,0.0,9.061931378773172,4.875151173153819
PreOnset_Benign,9,35.0,447.0,1.0581460538577778,0.8075510003181157,0.0,0.9243954263601238,3.10440711440069
PreOnset_Benign,10,26.0,44.0,-2.459907475738171,-4.7975782338474104,0.0,3.4353454794066893,6.484652816173474
PreOnset_Benign,11,24.0,50.0,0.03712793171430799,0.2639737413128289,0.0,0.0989989850545606,5.941839276326124
PreOnset_Benign,12,24.0,272.0,2.3767769619651453,25.480163275661642,0.0,7.7820733137579055,5.939565022524705
PreOnset_Benign,13,51.0,321.0,0.30321144233351527,36.032321533921774,0.0,3.3053611274602663,6.139855259735725
PreOnset_Benign,14,18.0,96.0,-1.373397474047366,-13.417204853062552,0.0,4.2926862515180595,8.380413821643062
PreOnset_Benign,15,21.0,43.0,-0.3279633968097206,0.3368336464332399,0.0,-0.33236893182734417,4.582672113378049
PreOnset_Benign,16,55.0,108.0,0.5097895275113801,2.292351547546568,0.0,1.081025814823007,8.064975905496036
PreOnset_Benign,17,31.0,168.0,0.5395926075812761,15.872569530244593,0.0,2.926554489812174,8.147719040082883
PreOnset_Benign,18,23.0,53.0,-0.9234099683310529,-8.942629083362643,0.0,2.8736236424876953,8.435395946408818
PreOnset_Benign,19,20.0,103.0,0.5188390457512271,38.88141392364694,0.0,4.491458081470142,8.329804210742326
PreOnset_Benign,20,31.0,45.0,-0.6259274247942803,-21.22254912064499,0.0,3.644691416108562,9.506611896209018
PreOnset_Benign,21,22.0,53.0,0.08993210126354603,0.5291774278909137,0.0,0.21815141079412823,7.081086377380913
PreOnset_Benign,22,22.0,121.0,0.8190244936501513,0.19056535062808702,0.0,0.39506669032637076,3.6926194929331753
PreOnset_Benign,23,23.0,55.0,-0.7545150868721234,-0.16517817847712812,0.0,0.3530289332095167,4.071054793180639
PreOnset_Benign,24,34.0,62.0,0.0858442784788394,-0.44775186418245916,0.0,-0.1960534001702049,5.168106108964897
PreOnset_Benign,25,22.0,51.0,-0.14547839910279503,-0.4795322322379151,0.0,0.26412417811355626,4.5903787673462215
PreOnset_Benign,26,26.0,61.0,0.17294634858374236,0.3648872610181414,0.0,0.2512089159202166,5.29169156665518
PreOnset_Benign,27,16.0,68.0,0.13489815189531904,39.749509998340855,0.0,2.3156285188951804,8.301487137517213
PreOnset_Benign,28,47.0,490.0,8.132431442832091,23.04045265410409,1.0,13.68849522852385,11.89722669081993
